#tail	head	edge_weight	edge_type
P35558	P51784	3.111330e-01	MI:0004 (affinity chromatography technology)
P35558	P50991	3.111330e-01	MI:0004 (affinity chromatography technology)
P35558	Q09472	3.111330e-01	MI:0004 (affinity chromatography technology)
P35558	P63208	3.111330e-01	MI:0004 (affinity chromatography technology)
P35558	P43686	3.111330e-01	MI:0004 (affinity chromatography technology)
P35558	P34931	3.111330e-01	MI:0004 (affinity chromatography technology)
P35558	Q99576	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	P0DMV8	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	Q9H0E9	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	Q92769	3.899580e-01	MI:0676 (tandem affinity purification)
P61244	Q14186	7.500000e-01	MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q15672	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q9Y6K1	4.739220e-01	SPIKE
P61244	P07900	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	P62140	7.500000e-01	SPIKE|MI:0678 (antibody array)|MI:0004 (affinity chromatography technology)
P61244	Q96P16	1.662310e-01	MI:2222 (inference by socio-affinity scoring)
P61244	P01106	7.500000e-01	KEGG group-entry|MI:0398 (two hybrid pooling approach)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0077 (nuclear magnetic resonance)|MI:0007 (anti tag coimmunoprecipitation)|MI:0019 (coimmunoprecipitation)|MI:0018 (two hybrid)|MI:0813 (proximity ligation assay)|MI:1112 (two hybrid prey pooling approach)|MI:0114 (x-ray crystallography)|SPIKE|MI:0055 (fluorescent resonance energy transfer)|MI:0006 (anti bait coimmunoprecipitation)|MI:0397 (two hybrid array)|MI:0096 (pull down)|MI:0401 (biochemical)
P61244	P83916	3.899580e-01	MI:0676 (tandem affinity purification)
P61244	P02794	7.500000e-01	MI:0034 (display technology)|MI:0676 (tandem affinity purification)|MI:0096 (pull down)
P61244	Q00839	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	Q06587	3.899580e-01	MI:0676 (tandem affinity purification)
P61244	P21675	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P61244	O60563	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	P18146	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P61244	P62136	7.500000e-01	SPIKE|MI:0678 (antibody array)|MI:0004 (affinity chromatography technology)
P61244	P39880	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P61244	O75529	7.237780e-01	MI:0019 (coimmunoprecipitation)
P61244	Q9ULJ6	4.739220e-01	SPIKE
P61244	O43290	2.837130e-01	MI:0034 (display technology)
P61244	Q9Y4A5	7.500000e-01	MI:0018 (two hybrid)|MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P61244	P18887	7.500000e-01	MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	O95619	7.500000e-01	MI:2222 (inference by socio-affinity scoring)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P49715	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P61244	Q99814	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P61244	Q8N163	4.673920e-01	MI:0029 (cosedimentation through density gradient)
P61244	O60341	1.662310e-01	MI:2222 (inference by socio-affinity scoring)
P61244	Q5R372	1.662310e-01	MI:2222 (inference by socio-affinity scoring)
P61244	Q9UQL6	2.837130e-01	MI:0034 (display technology)
P61244	P25490	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	Q99496	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q92830	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P61244	P05412	1.662310e-01	MI:2222 (inference by socio-affinity scoring)
P61244	P22415	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	O15516	1.662310e-01	MI:2222 (inference by socio-affinity scoring)
P61244	O14980	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	P20226	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q969R5	7.500000e-01	MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P22626	2.837130e-01	MI:0034 (display technology)
P61244	Q96L91	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q8N9N5	6.080420e-01	MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P61244	P11309	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	Q09472	7.500000e-01	MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P61244	P85037	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q16630	2.014610e-01	MI:0401 (biochemical)
P61244	Q9UJW3	7.500000e-01	MI:0428 (imaging technique)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P61244	Q9UKB1	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	O95785	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P08238	5.078060e-01	MI:0729 (luminescence based mammalian interactome mapping)
P61244	Q96ST3	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	O00327	1.662310e-01	MI:2222 (inference by socio-affinity scoring)
P61244	P38936	4.739220e-01	SPIKE
P61244	Q13485	7.500000e-01	MI:0096 (pull down)|SPIKE
P61244	Q8TAD8	7.500000e-01	MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P61244	Q92993	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	P05549	7.500000e-01	MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P63208	3.899580e-01	MI:0676 (tandem affinity purification)
P61244	P04198	7.500000e-01	MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)|MI:0010 (beta galactosidase complementation)|MI:0018 (two hybrid)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P61244	O60934	4.739220e-01	SPIKE
P61244	Q01167	7.500000e-01	MI:0676 (tandem affinity purification)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P61244	Q71U36	7.500000e-01	MI:0034 (display technology)|MI:0096 (pull down)
P61244	O75486	7.237780e-01	MI:0019 (coimmunoprecipitation)
P61244	Q969H0	3.111330e-01	MI:0004 (affinity chromatography technology)
P61244	P15927	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P36873	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P61244	Q92905	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P61244	Q8N488	3.899580e-01	MI:0676 (tandem affinity purification)
P61244	Q13948	2.804190e-01	MI:0018 (two hybrid)
P61244	Q9NPF5	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P13639	2.837130e-01	MI:0034 (display technology)
P61244	O60264	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	P42766	7.500000e-01	MI:0034 (display technology)|MI:0096 (pull down)
P61244	Q13105	7.500000e-01	KEGG inhibition|MI:0096 (pull down)
P61244	P61964	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P61244	Q13185	3.899580e-01	MI:0676 (tandem affinity purification)
P61244	P35637	7.500000e-01	MI:0034 (display technology)|MI:0096 (pull down)
P61244	Q16594	7.237780e-01	MI:0019 (coimmunoprecipitation)
P61244	P84022	7.500000e-01	MI:0428 (imaging technique)|MI:0096 (pull down)|MI:0813 (proximity ligation assay)|SPIKE
P61244	Q8IVT5	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P61244	P43246	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|MI:0813 (proximity ligation assay)|MI:0096 (pull down)|SPIKE
P61244	Q16665	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P10276	Q13526	4.922930e-01	MI:0096 (pull down)
P10276	Q13887	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	P78527	4.922930e-01	MI:0096 (pull down)
P10276	Q15025	2.804190e-01	MI:0018 (two hybrid)
P10276	P35558	4.739220e-01	SPIKE
P10276	O15379	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	Q12948	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P10276	Q99933	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
P10276	P28702	7.500000e-01	KEGG group-entry|MI:1356 (validated two hybrid)|MI:0398 (two hybrid pooling approach)|MI:0018 (two hybrid)|MI:1112 (two hybrid prey pooling approach)|SPIKE|MI:0397 (two hybrid array)|MI:0096 (pull down)
P10276	P13631	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P10276	P53779	7.500000e-01	MI:0059 (gst pull down)
P10276	Q15744	4.739220e-01	SPIKE
P10276	P55273	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P10276	Q13049	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P23769	4.739220e-01	SPIKE
P10276	O95257	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	P46695	4.739220e-01	SPIKE
P10276	Q15466	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
P10276	P48443	7.500000e-01	KEGG group-entry|MI:1356 (validated two hybrid)|MI:0398 (two hybrid pooling approach)|MI:0018 (two hybrid)|MI:1112 (two hybrid prey pooling approach)|SPIKE|MI:0397 (two hybrid array)|MI:0096 (pull down)
P10276	P45973	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	O14497	4.922930e-01	MI:0096 (pull down)
P10276	P42229	7.500000e-01	NetPath
P10276	P10826	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P10276	O75528	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P10276	Q15596	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P10276	P42224	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0402 (chromatin immunoprecipitation assay)|MI:0096 (pull down)
P10276	Q4ZG55	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P10276	O43463	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	Q92793	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	Q13501	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P17947	7.500000e-01	MI:0428 (imaging technique)|KEGG inhibition|MI:0004 (affinity chromatography technology)
P10276	P29375	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	P04155	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P10276	P49715	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	Q16659	2.804190e-01	MI:0018 (two hybrid)
P10276	Q96QH2	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P30281	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P10276	Q92769	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)
P10276	P12755	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|SPIKE
P10276	Q93009	7.500000e-01	MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P10276	P37231	1.815520e-01	MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P10276	Q9NZC7	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P56524	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	P35249	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P09016	4.739220e-01	SPIKE
P10276	P14866	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P10276	Q86X55	4.922930e-01	MI:0096 (pull down)
P10276	P55211	4.739220e-01	SPIKE
P10276	Q9Y265	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	O94776	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	Q02880	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	Q92831	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
P10276	P05412	4.739220e-01	SPIKE
P10276	Q01196	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	O15516	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
P10276	Q13569	7.500000e-01	SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	P62195	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	Q9Y2W1	4.922930e-01	MI:0096 (pull down)
P10276	Q9Y618	7.500000e-01	MI:0017 (classical fluorescence spectroscopy)|MI:0004 (affinity chromatography technology)|MI:0018 (two hybrid)|MI:0047 (far western blotting)|SPIKE|MI:0096 (pull down)
P10276	P25445	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	Q16236	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)
P10276	P29590	7.500000e-01	MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P10276	P19793	0.000000e+00	MI:0018 (two hybrid)|NetPath|MI:0813 (proximity ligation assay)|MI:0004 (affinity chromatography technology)|MI:0826 (x ray scattering)|MI:0028 (cosedimentation in solution)|KEGG group-entry|MI:0114 (x-ray crystallography)|MI:0047 (far western blotting)|MI:0071 (molecular sieving)|SPIKE|MI:0428 (imaging technique)|MI:0888 (small angle neutron scattering)|MI:0096 (pull down)|MI:0401 (biochemical)
P10276	Q05516	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
P10276	P02751	2.804190e-01	MI:0018 (two hybrid)
P10276	Q14686	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
P10276	P55055	2.804190e-01	MI:0018 (two hybrid)
P10276	P02511	4.739220e-01	SPIKE
P10276	P28482	7.500000e-01	MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	P14921	4.739220e-01	SPIKE
P10276	P17096	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)
P10276	P12956	4.922930e-01	MI:0096 (pull down)
P10276	Q5T3J3	7.500000e-01	MI:0018 (two hybrid)|MI:0047 (far western blotting)|MI:0096 (pull down)
P10276	P09874	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	P06748	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P01588	4.739220e-01	SPIKE
P10276	Q00839	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P24522	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
P10276	Q15788	7.500000e-01	MI:0017 (classical fluorescence spectroscopy)|MI:0004 (affinity chromatography technology)|MI:0018 (two hybrid)|MI:0114 (x-ray crystallography)|SPIKE|MI:0055 (fluorescent resonance energy transfer)|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P10276	Q13573	6.412850e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
P10276	Q8IUQ4	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	P63165	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0416 (fluorescence microscopy)|MI:0007 (anti tag coimmunoprecipitation)
P10276	P05783	4.739220e-01	SPIKE
P10276	Q7Z5J4	4.739220e-01	SPIKE
P10276	P08047	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P10276	Q09472	7.500000e-01	MI:0018 (two hybrid)|SPIKE|MI:0004 (affinity chromatography technology)
P10276	P78543	4.739220e-01	SPIKE
P10276	P45984	7.500000e-01	MI:0059 (gst pull down)
P10276	Q00987	7.500000e-01	MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P10276	Q13133	4.739220e-01	SPIKE
P10276	Q15910	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
P10276	Q99743	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
P10276	O15164	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	Q13547	4.922930e-01	MI:0096 (pull down)
P10276	P01106	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P10276	P01100	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P10276	Q15650	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	Q6STE5	4.922930e-01	MI:0096 (pull down)
P10276	Q92754	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0402 (chromatin immunoprecipitation assay)|MI:0096 (pull down)
P10276	P12931	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)
P10276	Q96EB6	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	P61201	4.739220e-01	SPIKE
P10276	Q15648	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0018 (two hybrid)|MI:0114 (x-ray crystallography)|SPIKE|MI:0055 (fluorescent resonance energy transfer)|MI:0096 (pull down)
P10276	Q9Y6Q9	7.500000e-01	MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	P51692	4.739220e-01	SPIKE
P10276	Q01094	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P10276	Q9UMX0	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)
P10276	O75376	7.500000e-01	MI:0017 (classical fluorescence spectroscopy)|MI:0004 (affinity chromatography technology)|MI:0018 (two hybrid)|MI:0114 (x-ray crystallography)|MI:0047 (far western blotting)|SPIKE|MI:0096 (pull down)
P10276	O00327	7.500000e-01	MI:0096 (pull down)|SPIKE
P10276	Q15022	3.111330e-01	MI:0004 (affinity chromatography technology)
P10276	Q05086	7.500000e-01	MI:0018 (two hybrid)|SPIKE|MI:0397 (two hybrid array)|MI:0401 (biochemical)
P10276	Q12778	4.922930e-01	MI:0096 (pull down)
P27708	P19838	4.739220e-01	SPIKE
P27708	P40227	2.014610e-01	MI:0401 (biochemical)
P27708	P68366	2.014610e-01	MI:0401 (biochemical)
P27708	Q13885	2.014610e-01	MI:0401 (biochemical)
P27708	Q9UBS0	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	O75182	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P27708	Q9H0W5	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P62993	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P27708	P35998	2.014610e-01	MI:0401 (biochemical)
P27708	Q92731	3.899580e-01	MI:0676 (tandem affinity purification)
P27708	P23396	2.014610e-01	MI:0401 (biochemical)
P27708	Q13200	2.014610e-01	MI:0401 (biochemical)
P27708	Q96DB2	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27708	Q99615	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27708	Q12933	7.500000e-01	MI:0676 (tandem affinity purification)|SPIKE
P27708	Q14999	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P23258	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	Q15796	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P27708	Q9Y265	2.014610e-01	MI:0401 (biochemical)
P27708	Q9BQE3	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27708	Q15596	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	Q9NRC8	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	Q13509	4.922930e-01	MI:0096 (pull down)
P27708	Q9Y6K9	7.500000e-01	MI:0676 (tandem affinity purification)|SPIKE
P27708	O95758	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
P27708	P03372	3.899580e-01	MI:0676 (tandem affinity purification)
P27708	P12755	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	Q00610	2.014610e-01	MI:0401 (biochemical)
P27708	Q9NZC7	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	O00571	2.014610e-01	MI:0401 (biochemical)
P27708	Q9GZQ8	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P27708	Q13469	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P24941	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P63104	7.500000e-01	MI:0096 (pull down)|SPIKE
P27708	P05412	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
P27708	P68104	2.014610e-01	MI:0401 (biochemical)
P27708	P62195	2.014610e-01	MI:0401 (biochemical)
P27708	O14980	2.014610e-01	MI:0401 (biochemical)
P27708	P49368	2.014610e-01	MI:0401 (biochemical)
P27708	P11142	2.014610e-01	MI:0401 (biochemical)
P27708	P43686	2.014610e-01	MI:0401 (biochemical)
P27708	Q9UBN7	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	O60884	2.014610e-01	MI:0401 (biochemical)
P27708	P49736	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	O95071	2.014610e-01	MI:0401 (biochemical)
P27708	Q9Y230	2.014610e-01	MI:0401 (biochemical)
P27708	Q09472	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P27708	P29353	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P27708	O75147	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	Q9H3D4	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P55036	2.014610e-01	MI:0401 (biochemical)
P27708	Q8TAD8	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P27708	Q8TCJ0	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P33993	2.014610e-01	MI:0401 (biochemical)
P27708	Q04206	4.739220e-01	SPIKE
P27708	Q71U36	4.922930e-01	MI:0096 (pull down)
P27708	P31689	2.014610e-01	MI:0401 (biochemical)
P27708	P04629	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P50991	2.014610e-01	MI:0401 (biochemical)
P27708	P50990	2.014610e-01	MI:0401 (biochemical)
P27708	P51532	2.014610e-01	MI:0401 (biochemical)
P27708	Q96FW1	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27708	P01106	5.220750e-01	MI:0402 (chromatin immunoprecipitation assay)
P27708	P17980	2.014610e-01	MI:0401 (biochemical)
P27708	P60709	2.014610e-01	MI:0401 (biochemical)
P27708	P61956	4.922930e-01	MI:0096 (pull down)
P27708	P68371	2.014610e-01	MI:0401 (biochemical)
P27708	Q00653	7.500000e-01	MI:0676 (tandem affinity purification)|SPIKE
P27708	Q8TAQ2	2.014610e-01	MI:0401 (biochemical)
P27708	P04637	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P67870	4.739220e-01	SPIKE
P27708	Q13233	7.500000e-01	MI:0676 (tandem affinity purification)|SPIKE
P27708	O95644	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	Q9UQL6	3.111330e-01	MI:0004 (affinity chromatography technology)
P27708	P11021	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P61626	P34947	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	Q7L5N1	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	Q92731	3.899580e-01	MI:0676 (tandem affinity purification)
P61626	P49736	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	Q9UBS0	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	P04629	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	P19838	4.739220e-01	SPIKE
P61626	P03372	4.922930e-01	MI:0096 (pull down)
P61626	P46108	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	P02511	5.412090e-01	MI:0114 (x-ray crystallography)
P61626	P40337	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P61626	O14965	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	P04637	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	Q8NHV4	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	P24941	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	O14920	7.500000e-01	MI:0676 (tandem affinity purification)|SPIKE
P61626	P05412	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
P61626	P10242	7.500000e-01	MI:0412 (electrophoretic mobility supershift assay)|MI:0007 (anti tag coimmunoprecipitation)
P61626	P35637	3.111330e-01	MI:0004 (affinity chromatography technology)
P61626	Q13620	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P0DMV9	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P68366	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62854	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P0DMV8	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P35869	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q15843	P52597	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9Y4K3	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE
Q15843	Q13216	4.739220e-01	SPIKE
Q15843	P52292	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62424	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P30050	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P62081	7.500000e-01	MI:0096 (pull down)|MI:0676 (tandem affinity purification)|SPIKE
Q15843	P11940	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62917	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P31943	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q12905	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62750	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P55036	4.922930e-01	MI:0096 (pull down)
Q15843	P61978	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q16778	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P78318	2.014610e-01	MI:0401 (biochemical)
Q15843	Q13309	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
Q15843	O75928	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P62906	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P40337	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
Q15843	P83731	3.899580e-01	MI:0676 (tandem affinity purification)
